,Al,Bl,Cl,Dl,El,Fl,Aq,Bq,Cq,Dq,Eq,Fq,ACll,AClq,ACql,ACqq,AEll,AElq,AEql,AEqq,Y
0,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4999999999999999,-0.2886751345948129,-0.2886751345948129,0.1666666666666667,0.4999999999999999,-0.2886751345948129,-0.2886751345948129,0.1666666666666667,17.75
1,-0.7071067811865475,0.0,-0.7071067811865475,0.0,0.0,0.0,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,-0.8164965809277261,-0.8164965809277261,0.4999999999999999,-0.2886751345948129,-0.2886751345948129,0.1666666666666667,-0.0,0.5773502691896258,0.0,-0.3333333333333334,6.125
2,-0.7071067811865475,0.7071067811865475,-0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865475,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4999999999999999,-0.2886751345948129,-0.2886751345948129,0.1666666666666667,-0.4999999999999999,-0.2886751345948129,0.2886751345948129,0.1666666666666667,11.5
3,-0.7071067811865475,0.0,0.0,0.0,-0.7071067811865475,0.0,0.4082482904638631,-0.8164965809277261,-0.8164965809277261,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,-0.0,0.5773502691896258,0.0,-0.3333333333333334,0.4999999999999999,-0.2886751345948129,-0.2886751345948129,0.1666666666666667,10.875
4,-0.7071067811865475,0.7071067811865475,0.0,0.7071067811865475,0.0,0.7071067811865475,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.0,0.5773502691896258,0.0,-0.3333333333333334,-0.0,0.5773502691896258,0.0,-0.3333333333333334,11.75
5,-0.7071067811865475,-0.7071067811865475,0.0,-0.7071067811865475,0.7071067811865475,-0.7071067811865475,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.4082482904638631,0.4082482904638631,0.4082482904638631,-0.0,0.5773502691896258,0.0,-0.3333333333333334,-0.4999999999999999,-0.2886751345948129,0.2886751345948129,0.1666666666666667,11.125
6,-0.7071067811865475,0.7071067811865475,0.7071067811865475,0.7071067811865475,-0.7071067811865475,0.7071067811865475,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,-0.4999999999999999,-0.2886751345948129,0.2886751345948129,0.1666666666666667,0.4999999999999999,-0.2886751345948129,-0.2886751345948129,0.1666666666666667,18.0
7,-0.7071067811865475,-0.7071067811865475,0.7071067811865475,-0.7071067811865475,0.0,-0.7071067811865475,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.4999999999999999,-0.2886751345948129,0.2886751345948129,0.1666666666666667,-0.0,0.5773502691896258,0.0,-0.3333333333333334,4.375
8,-0.7071067811865475,0.0,0.7071067811865475,0.0,0.7071067811865475,0.0,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,-0.4999999999999999,-0.2886751345948129,0.2886751345948129,0.1666666666666667,-0.4999999999999999,-0.2886751345948129,0.2886751345948129,0.1666666666666667,6.25
9,0.0,-0.7071067811865475,-0.7071067811865475,0.0,-0.7071067811865475,0.7071067811865475,-0.8164965809277261,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.4082482904638631,0.4082482904638631,-0.0,0.0,0.5773502691896258,-0.3333333333333334,-0.0,0.0,0.5773502691896258,-0.3333333333333334,11.25
10,0.0,0.0,-0.7071067811865475,0.7071067811865475,0.0,-0.7071067811865475,-0.8164965809277261,-0.8164965809277261,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.0,0.0,0.5773502691896258,-0.3333333333333334,0.0,-0.0,-0.0,0.6666666666666669,9.375
11,0.0,0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.7071067811865475,0.0,-0.8164965809277261,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,-0.8164965809277261,-0.0,0.0,0.5773502691896258,-0.3333333333333334,0.0,0.0,-0.5773502691896258,-0.3333333333333334,15.375
12,0.0,0.0,0.0,0.7071067811865475,-0.7071067811865475,-0.7071067811865475,-0.8164965809277261,-0.8164965809277261,-0.8164965809277261,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.0,-0.0,-0.0,0.6666666666666669,-0.0,0.0,0.5773502691896258,-0.3333333333333334,17.375
13,0.0,0.7071067811865475,0.0,-0.7071067811865475,0.0,0.0,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,-0.8164965809277261,0.0,-0.0,-0.0,0.6666666666666669,0.0,-0.0,-0.0,0.6666666666666669,9.625
14,0.0,-0.7071067811865475,0.0,0.0,0.7071067811865475,0.7071067811865475,-0.8164965809277261,0.4082482904638631,-0.8164965809277261,-0.8164965809277261,0.4082482904638631,0.4082482904638631,0.0,-0.0,-0.0,0.6666666666666669,0.0,0.0,-0.5773502691896258,-0.3333333333333334,12.375
15,0.0,0.7071067811865475,0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.0,-0.8164965809277261,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.0,0.0,-0.5773502691896258,-0.3333333333333334,-0.0,0.0,0.5773502691896258,-0.3333333333333334,9.375
16,0.0,-0.7071067811865475,0.7071067811865475,0.0,0.0,0.7071067811865475,-0.8164965809277261,0.4082482904638631,0.4082482904638631,-0.8164965809277261,-0.8164965809277261,0.4082482904638631,0.0,0.0,-0.5773502691896258,-0.3333333333333334,0.0,-0.0,-0.0,0.6666666666666669,11.25
17,0.0,0.0,0.7071067811865475,0.7071067811865475,0.7071067811865475,-0.7071067811865475,-0.8164965809277261,-0.8164965809277261,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.0,0.0,-0.5773502691896258,-0.3333333333333334,0.0,0.0,-0.5773502691896258,-0.3333333333333334,17.0
18,0.7071067811865475,-0.7071067811865475,-0.7071067811865475,0.7071067811865475,-0.7071067811865475,0.0,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,0.4082482904638631,-0.8164965809277261,-0.4999999999999999,0.2886751345948129,-0.2886751345948129,0.1666666666666667,-0.4999999999999999,0.2886751345948129,-0.2886751345948129,0.1666666666666667,18.5
19,0.7071067811865475,0.0,-0.7071067811865475,-0.7071067811865475,0.0,0.7071067811865475,0.4082482904638631,-0.8164965809277261,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.4082482904638631,-0.4999999999999999,0.2886751345948129,-0.2886751345948129,0.1666666666666667,0.0,-0.5773502691896258,0.0,-0.3333333333333334,17.625
20,0.7071067811865475,0.7071067811865475,-0.7071067811865475,0.0,0.7071067811865475,-0.7071067811865475,0.4082482904638631,0.4082482904638631,0.4082482904638631,-0.8164965809277261,0.4082482904638631,0.4082482904638631,-0.4999999999999999,0.2886751345948129,-0.2886751345948129,0.1666666666666667,0.4999999999999999,0.2886751345948129,0.2886751345948129,0.1666666666666667,12.5
